m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,,,,,
840,United States of America,,1215,Spinach,2008,32,32%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1216,Artichokes,2008,35,35%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1221,Watermelons,2008,33,33%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2008,30,30%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2008,25,25%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1233,Eggplants (aubergines),2008,43,43%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1234,Tomatoes,2008,31,31%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2008,29,29%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2008,30,30%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1239.01,Okra,2008,40,40%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1242,"Peas, green",2008,22,22%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1242,"Peas, green",2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1242,"Peas, green",2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1251,Carrots and turnips,2008,24,24%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1251,Carrots and turnips,2008,15,15%,,"Consumption, Retailing",Households,Canned carrots,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1251,Carrots and turnips,2008,17,17%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1251,Carrots and turnips,2008,53,53%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1252,Green garlic,2008,26,26%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1270,Mushrooms and truffles,2008,30,30%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1311,Avocados,2008,27,27%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1312,Bananas,2008,26,26%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1314,Dates,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1315,Figs,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1317,Papayas,2008,64,64%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1318,Pineapples,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1318,Pineapples,2008,32,32%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2008,30,30%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1322,Lemons and limes,2008,26,26%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1323,Oranges,2008,29,29%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1330,Grapes,2008,26,26%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1341,Apples,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1341,Apples,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1341,Apples,2008,15,15%,,"Consumption, Retailing",Households,Canned apples and apple sauce,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1341,Apples,2008,27,27%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1342.01,Pears,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1342.01,Pears,2008,34,34%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1343,Apricots,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1343,Apricots,2008,48,48%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1343,Apricots,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1343,Apricots,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1344.02,Cherries,2008,23,23%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1344.02,Cherries,2008,15,15%,,"Consumption, Retailing",Households,Frozen sweet cherries,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1344.02,Cherries,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1344.02,Cherries,2008,15,15%,,"Consumption, Retailing",Households,Frozen tart cherries,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1345,Peaches and nectarines,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1345,Peaches and nectarines,2008,43,43%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1345,Peaches and nectarines,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1345,Peaches and nectarines,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1346,Plums and sloes,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1346,Plums and sloes,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1346,Plums and sloes,2008,34,34%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1346,Plums and sloes,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1352,Kiwi fruit,2008,30,30%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1353.01,Raspberries,2008,28,28%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1353.01,Raspberries,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1354,Strawberries,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1354,Strawberries,2008,28,28%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1355.01,Blueberries,2008,24,24%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1355.01,Blueberries,2008,15,15%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1355.02,Cranberries,2008,25,25%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,9,9%,,Consumption,Households,Processed fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,15,15%,,Consumption,Households,All fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,18,18%,,Consumption,Households,Fresh fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,12,12%,,Retailing,Retail,Fresh fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,9,9%,,Retailing,Retail,All fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,6,6%,,Retailing,Retail,Processed fruits,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,38,38%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1450,Olives,2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1510,Potatoes,2008,36,36%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1510,Potatoes,2008,35,35%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1510,Potatoes,2008,15,15%,,"Consumption, Retailing",Households,Dehydrated,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1530,Sweet potatoes,2008,41,41%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1701,"Beans, dry",2008,15,15%,,"Consumption, Retailing",Households,Dry Edible beans,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1704,"Lentils, dry",2008,15,15%,,"Consumption, Retailing",Households,Dry Lentils,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1705,"Peas, dry",2008,15,15%,,"Consumption, Retailing",Households,Dry Peas,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21319.01,"Sweet corn, frozen",2008,15,15%,,"Consumption, Retailing",Households,Canned,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21399.03,"Sweet corn, prepared or preserved",2008,19,19%,,"Consumption, Retailing",Households,Frozen,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21399.03,"Sweet corn, prepared or preserved",2008,32,32%,,"Consumption, Retailing",Households,Fresh,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21411,Raisins,2008,15,15%,,"Consumption, Retailing",Households,Dried,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21431.01,Orange juice,2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21432,Grapefruit juice,2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21434,Grape juice,2008,15,15%,,"Consumption, Retailing",Households,Cranberry juice,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21439.02,Juice of lemon,2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,21439.04,Juice of citrus fruit n.e.c.,2008,15,15%,,"Consumption, Retailing",Households,,,,Modelled Estimates,"NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically,,,,,
840,United States of America,,1211,Asparagus,2008,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2008,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2008,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2008,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1215,Spinach,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1216,Artichokes,2008,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1221,Watermelons,2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1233,Eggplants (aubergines),2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1234,Tomatoes,2008,15,15,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1239.01,Okra,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2008,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2008,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2008,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1252,Green garlic,2008,19,19,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1270,Mushrooms and truffles,2008,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.01,Green corn (maize),2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.9,"Other vegetables, fresh n.e.c.",2008,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1311,Avocados,2008,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1317,Papayas,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1318,Pineapples,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2008,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2008,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2008,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1330,Grapes,2008,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1341,Apples,2008,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1342.01,Pears,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1343,Apricots,2008,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1345,Peaches and nectarines,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1346,Plums and sloes,2008,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1352,Kiwi fruit,2008,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1353.01,Raspberries,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1354,Strawberries,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1355.01,Blueberries,2008,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1355.02,Cranberries,2008,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1510,Potatoes,2008,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1530,Sweet potatoes,2008,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
