,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
661,812,Czechoslovakia,N,-1,NA,NA,Multiple,Winter,Winter Grains,228,8/16,293,10/20,260.5,66,182,7/1,232,8/20,207,51,MWCACP,"Now Czech and Slovak Republics: #28 & #30; figure shows 5 crops - wheat, rye, barley, oats, corn - but I'm not sure which of these are winter grains and which are spring grains; also, I don't know if I should really apply this same calendar to all 5 of these crops",NA,Multiple.Winter,-1,311.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
662,815,Italy,N,40,NA,NA,Wheat,,Spring Wheat,64,3/5,124,5/4,94,61,182,7/1,243,8/31,212.5,62,MWCACP,"Durum wheat, according to 1994 publication",NA,Wheat,40,118.5,42.50374941,12.89295167,17447.81971,-9.677264463,13.45363497,64.09375124,4.927451551,36.14252255,22.60850612,94.34057289,1,7,7,11,10.44566567,63.72224828,0.4526763531,13.81391055,176.9036201,0.2053884705,196,3.710796224,350,0.7517490636,5.130102055,0.8349723031,2100.409882,1624.409882,1505.409882,1148.409882,910.4098815,4925.31748,3465.31748,3100.46344,2197.346152,1707.216469,NA,NA,2933.788325,2168.528723,1706.27091,0,0,0,14,35,50,0,4,138,168,207,236,239,365,239,235,361,239,17.65050321,51.53002269,365,-2,-47,-365,1,FALSE,1
663,816,Italy,N,40,NA,NA,Barley,Winter,Barley,310,11/6,61,3/2,3,117,141,5/21,196,7/15,168.5,56,MWCACP,,NA,Barley.Winter,40,165.5,42.92873107,11.95637484,2866.394473,-10.0970226,13.20458283,67.81058724,4.451004233,41.37397382,22.46759894,97.14457167,1,7,7,11,4.879197816,70.17032989,0.3630270407,10.1789774,61.51532741,0.2377404707,196,3.898134133,349,3.480611127,5.235179259,0.8727852837,1731.741119,1067.741119,909.3510845,560.6315014,385.4530081,4834.443273,3374.443273,3017.262403,2148.004058,1667.276712,NA,NA,0,0,0,0,25,88,105,127,142,0,29,141,170,210,238,112,224,253,225,337,253,10.43217542,65.21972621,365,-117,-171,-365,1,TRUE,1X
664,817,Italy,N,40,NA,NA,Rice,,Rice,95,4/5,148,5/28,121.5,54,269,9/26,310,11/6,289.5,42,MWCACP,,NA,Rice,40,168,45.01898801,9.079638921,2220.396366,-13.54839128,12.14942328,75.13648414,2.022216751,53.07830801,22.19752046,97.54366428,1,7,7,10,13.72325317,87.47423826,0.4569277977,15.36805885,207.5398738,0.3257443426,196,4.109920429,335,0.7964072816,5.938184859,1.000251059,3154.392345,2482.392345,2314.392345,1810.392345,1474.392345,4449.856458,3066.208001,2775.277656,1996.251701,1547.298363,NA,2697.532564,2480.407767,1872.301382,1496.092631,0,0,0,0,21,49,0,82,154,180,219,245,131,186,310,228,283,310,18.77614491,75.698303,58,-365,-365,-365,1,FALSE,1
665,818,Italy,N,40,NA,NA,Soybeans,,Soybean,116,4/26,151,5/31,133.5,36,274,10/1,334,11/30,304,61,MWCACP,,NA,Soybeans,40,170.5,45.34291875,11.05584267,2428.113347,-13.58627477,12.06428978,81.02601648,1.757255822,64.01832415,22.11581167,103.4880703,1,1,7,11,15.5346372,89.81942802,0.4662416734,15.96941986,220.9325197,0.414587961,196,4.962321124,342,0.7329783865,6.03794406,1.034874043,3153.518743,2469.518743,2298.518743,1785.518743,1443.518743,4418.983054,3054.49296,2767.141335,1995.811407,1549.818715,NA,2568.818029,2365.401431,1795.410601,1443.518743,0,0,0,10,27,51,0,85,155,180,218,245,181,210,336,251,280,336,18.44163008,85.18377996,365,-45,-365,-365,1,FALSE,1
666,819,Sweden,N,8,NA,NA,Rye,Winter,Rye,244,9/1,304,10/31,274,61,152,6/1,212,7/31,182,61,MWCACP,,NA,Rye.Winter,8,273,57.32321341,15.04848308,272.6255235,-26.21576549,6.6233675,51.1937412,-2.357886648,32.68605687,16.13909443,68.563745,2,2,7,7,9.777927083,60.19500799,0.3196360931,12.80576444,83.9397782,0.4020227707,152,36.6377642,355,1.733032632,5.573004532,1.050254583,1265.350388,661.0476809,546.0704811,273.9963397,154.7466867,2578.921188,1606.618481,1399.641281,851.5671398,548.4982764,333.2198957,117.3259291,81.48580725,11.98652293,0,90,164,225,239,265,273,90,164,227,256,306,365,88,139,301,136,200,301,4.106400029,46.99115726,200,161,156,120,1,TRUE,1X
667,820,Yugoslavia (Former),N,-1,NA,NA,Maize,,Corn,93,4/3,140,5/20,116.5,48,249,9/6,310,11/6,279.5,62,MWCACP,WJS: Excluded Macedonia since GIEWS has data for that country,NA,Maize,-1,163,44.41841274,19.29202411,19163.9353,-24.21962205,10.42188154,71.56641571,-0.5519493306,59.11007982,20.01793071,89.79737168,1,2,7,6,12.11414269,73.66915885,0.4469676902,15.06197265,200.6423466,0.4415481074,197,6.029928927,350,0.7235568045,6.19882637,1.030411612,2833.016666,2181.016666,2018.016666,1529.016666,1203.016666,3824.894432,2619.465834,2357.904314,1652.499899,1242.228448,3323.329187,2402.630214,2191.961491,1597.322257,1227.700058,0,0,0,0,32,65,17,110,172,196,233,267,145,193,317,206,254,317,17.38047034,73.96238215,56,16,4,-116,1,FALSE,1
668,821,Yugoslavia (Former),N,-1,NA,NA,Wheat,Winter,Winter Wheat,244,9/1,304,10/31,274,61,182,7/1,243,8/31,212.5,62,MWCACP,WJS: Excluded Macedonia since GIEWS has data for that country,NA,Wheat.Winter,-1,303.5,44.44457646,19.26929335,10505.03763,-24.28836508,10.42501627,71.57357458,-0.5546668026,58.82851937,20.02403339,90.06940789,1,2,7,6,13.83333248,66.13044167,0.5088052141,12.69527335,144.62703,0.4438921301,197,5.998112165,350,0.9122835709,6.201168605,1.033549439,2740.725067,1779.298916,1578.72046,1056.224578,767.8637356,3826.078854,2620.652702,2359.074247,1653.578364,1243.217522,563.8261938,273.1807493,220.0285154,97.90802505,43.31300017,17,110,172,196,226,246,17,110,172,196,233,267,222,269,318,207,254,318,9.000326924,72.59397414,214,173,162,-323,1,TRUE,1X
669,823,Turkey,N,59,NA,NA,Cotton,,Cotton,71,3/12,138,5/18,104.5,68,258,9/15,349,12/15,303.5,92,MWCACP,"Country was given as 'Middle East and Egypt'. Mostly grown in Turkey. 'For statistical purposes, the Middle East is comprised of the following countries: Bahrain, Cyprus, Iran, Iraq,Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, Syria,Turkey, United Arab Emirates, and Yemen (North and South).'",NA,Cotton,59,199,37.60399065,35.08821609,6635.114048,-13.60256293,15.86826137,54.13238298,4.678454132,5.458617651,27.21737149,114.1035227,1,8,7,12,13.99897241,64.49173251,0.6058081073,14.04843357,229.7482596,0.02603112499,227,3.593946402,355,0.5278183576,6.505218611,0.4485861551,4415.473488,3619.473488,3420.473488,2823.473488,2425.473488,5811.055029,4351.055029,3987.966686,3062.241138,2532.990917,NA,NA,3692.673147,2940.716084,2479.938769,0,0,0,0,8,31,0,11,114,140,174,196,67,251,181,169,353,181,22.18830899,24.65216826,365,20,4,-84,1,FALSE,1
670,826,India,N,75,NA,NA,Soybeans,,Soybeans,152,6/1,212,7/31,182,61,255,9/12,362,12/28,308.5,108,MWCACP,"Keeping this national-level data, because we only have district-level from imdagrimet for Maharashtra state (no data for the main soy-growing region, Madhya Pradesh)",NA,Soybeans,75,126.5,22.76417718,77.02326897,58151.80895,1.34666275,25.77735169,88.79597405,18.63558174,6.091698796,33.29426867,331.1030987,1,4,5,8,29.32121785,225.2575281,0.3855156189,14.34643293,207.4298556,0.0294648004,105,2.669450536,227,1.486375182,3.509765807,1.836564421,3368.981854,2860.981854,2733.981854,2352.981854,2098.981854,9273.602356,7813.602356,7448.602356,6353.602356,5623.602356,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,124,365,124,124,365,124,26.52741618,202.7641436,365,365,365,-365,3,FALSE,3
671,827,India,N,75,NA,NA,Rapeseed,Winter,Rapeseed,274,10/1,360,12/26,317,87,75,3/16,141,5/21,108,67,MWCACP,"Keeping this national-level data, because we only have district-level from imdagrimet for Assam state, which isn't even one of the main rape-growing regions of India",NA,Rapeseed.Winter,75,156,26.59635089,79.25906677,57636.95877,-0.1673081434,25.19912011,76.41732254,15.58031572,6.47409074,32.49718476,250.6217712,1,12,6,7,21.67890295,10.09654572,0.7604875739,11.69331443,183.1131141,0.07413155266,319,1.688800225,227,0.09174210481,4.859802477,1.792899521,3129.593773,2505.593773,2349.593773,1881.593773,1569.593773,9085.433116,7625.433116,7260.433116,6165.433116,5435.433116,NA,NA,NA,NA,NA,0,0,0,0,0,48,0,0,0,0,0,48,122,365,122,122,365,122,20.06149854,12.31465581,365,365,365,-365,1,TRUE,1X
672,828,India (North),S,75,-1,NA,Cotton,,Cotton,67,3/8,166,6/15,116.5,100,264,9/21,360,12/26,312,97,MWCACP,"Mostly irrigated. About 30% of total cotton crop is irrigated. Northern crops, planted as early as May, begin opening by Sept., making them susceptible to damage from late rains.",NA,Cotton,-1,195.5,30.33929345,75.17131728,3391.620148,-2.281809127,24.32394822,46.08574317,13.07191435,5.457612701,33.67387584,154.6502614,1,11,6,7,28.81555484,13.91932437,0.6915861857,14.07059867,268.5429861,0.05792868365,319,0.9187590486,227,0.07271252729,6.134826912,1.667204452,5621.351779,4837.351779,4641.351779,4053.351779,3661.351779,8709.221061,7249.221061,6884.221061,5789.221061,5059.221061,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,57,84,79,365,79,79,365,79,29.61390357,72.48691034,365,365,365,-365,1,FALSE,1
673,831,Burma (Myanmar),N,86,NA,NA,Rice,,Rice (main crop),121,5/1,185,7/4,153,65,277,10/4,354,12/20,315.5,78,MWCACP,,NA,Rice,86,162.5,18.40205643,95.91447326,62877.36468,7.476382981,26.11943125,219.0288845,22.49050533,4.651247775,29.15136468,592.5943073,1,2,4,7,27.66951028,417.5930821,0.3985961151,13.96902029,206.45385,0.02856335599,45,4.579095621,197,2.834127457,1.296209096,1.782471233,4341.485708,3689.485708,3526.485708,3037.485708,2711.485708,9535.408061,8075.408061,7710.408061,6615.408061,5885.408061,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,205,365,205,205,365,205,26.63488165,416.1139476,365,365,365,-365,3,FALSE,3
674,832,Burma (Myanmar),N,86,NA,NA,Rice,2,Rice (second crop),301,10/28,365,12/31,333,65,69,3/10,163,6/12,116,95,MWCACP,,NA,Rice.2,86,148,18.40205643,95.91447326,62877.36468,7.476382981,26.11943125,219.0288845,22.49050533,4.651247775,29.15136468,592.5943073,1,2,4,7,24.2980195,38.32662037,0.7144773925,11.90209182,195.3426453,0.02856335599,45,4.579095621,197,0.3049915463,1.296209096,1.782471233,3714.527479,3122.527479,2974.527479,2530.527479,2234.527479,9535.408061,8075.408061,7710.408061,6615.408061,5885.408061,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,205,365,205,205,365,205,25.09815864,16.07992397,365,365,365,-365,3,TRUE,3X
675,833,Thailand,N,106,NA,NA,Rice,,Rice (main crop),128,5/8,243,8/31,185.5,116,279,10/6,34,2/3,339,121,MWCACP,"From the stats, it looks like the vast majority of rice is main-season",NA,Rice,106,153.5,15.38842671,101.8192607,99112.33904,6.088049738,27.13032613,116.9065555,23.44577145,8.850042742,29.97572092,262.5200798,12,1,4,9,28.24330238,188.8518591,0.435052127,13.80045048,210.3569066,0.06283069036,16,1.810081303,258,1.252019691,1.39366263,1.617176496,4151.472555,3535.472555,3381.472555,2919.472555,2611.472555,9902.941946,8442.941946,8077.941946,6982.941946,6252.941946,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,201,365,201,201,365,201,26.95761399,169.9452489,365,365,365,365,3,FALSE,3
676,834,Thailand,N,106,NA,NA,Rice,2,Rice (second crop),6,1/6,69,3/10,37.5,64,116,4/26,181,6/30,148.5,66,MWCACP,,NA,Rice.2,106,111,15.38842671,101.8192607,99112.33904,6.088049738,27.13032613,116.9065555,23.44577145,8.850042742,29.97572092,262.5200798,12,1,4,9,25.70998037,13.6817637,0.7714703727,12.27974199,237.1438719,0.06283069036,16,1.810081303,258,0.08589124809,1.39366263,1.617176496,3179.289408,2735.289408,2624.289408,2291.289408,2069.289408,9902.941946,8442.941946,8077.941946,6982.941946,6252.941946,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,201,365,201,201,365,201,28.64224692,80.73389441,365,365,365,365,3,TRUE,3X
677,835,Thailand,N,106,NA,NA,Maize,,Corn,102,4/12,166,6/15,134,65,187,7/6,261,9/18,224,75,MWCACP,"Second crop may follow first crop, if conditions favorable",NA,Maize,106,90,15.82925112,100.984448,11967.23252,5.160446096,26.87183178,110.6674708,23.11319695,6.531958172,29.7735887,258.273253,12,12,4,9,29.07409766,173.6351048,0.5600608368,13.62028035,240.6874987,0.04903042182,350,1.808338797,258,0.9974894432,1.378675138,1.622207471,2529.836095,2169.836095,2079.836095,1809.836095,1629.836095,9808.462861,8348.462861,7983.462861,6888.462861,6158.462861,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,200,365,200,200,365,200,28.10928994,179.857153,365,365,365,365,3,FALSE,3
678,836,Thailand (central & northern),S,106,-1,NA,Sugarcane,,Sugarcane (rainfed),128,5/8,174,6/23,151,47,335,12/1,59,2/28,14.5,90,MWCACP, Growing period is generally 10-14 months for all regions depending on variety.,NA,Sugarcane,-1,228.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
679,837,Thailand (central & northern),S,106,-1,NA,Sugarcane,irrigated,Sugarcane (irrigated),337,12/3,108,4/18,40,137,337,12/3,108,4/18,40,137,MWCACP," Growing period is generally 10-14 months for all regions depending on variety. According to <http://www.fao.org/DOCREP/005/X0513E/x0513e24.htm>, only 10% of sugarcane in Thailand is irrigated, so I'm treating rainfed as the main calendar",NA,Sugarcane.irrigated,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
680,838,Thailand (NE),S,106,1751,NA,Sugarcane,,Sugarcane,276,10/3,332,11/28,304,57,335,12/1,79,3/20,24.5,110,MWCACP, Growing period is generally 10-14 months for all regions depending on variety.,NA,Sugarcane,1751,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
681,839,Vietnam,N,101,NA,NA,Rice,Summer-autumn,Summer-autumn Rice,121,5/1,177,6/26,149,57,227,8/15,312,11/8,269.5,86,MWCACP,Northernmost crops harvested prior to typhoon season (Sept) (WJS: I'm not sure how to use this information to break down the crop calendar sub-nationally). WJS: this crop calendar overlaps with the 10th month rice calendar... I don't know how to reconcile these. I will just exclude this calendar from the map.,NA,Rice.Summer-autumn,101,120.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
682,840,Vietnam (North),S,101,-1,NA,Rice,,Tenth month Rice,159,6/8,222,8/10,190.5,64,247,9/4,342,12/8,294.5,96,MWCACP,"10th month says 'main season', and has slightly higher planted area than winter-spring (but the stats show 10th month production actually being slightly less than winter-spring rice)",NA,Rice,-1,104,20.56491694,105.7954128,25048.31455,3.774645824,24.23634367,141.3019077,17.41872954,26.64452931,29.18125287,326.5519327,1,1,7,8,29.1299959,269.8224571,0.445333169,14.12386787,218.6706118,0.3426364856,45,2.179740424,227,1.698980734,3.647436335,1.602766442,2886.728481,2470.728481,2366.728481,2054.728481,1846.728481,8856.159646,7396.159646,7031.159646,5936.159646,5206.159646,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,259,365,259,259,365,259,27.75700463,247.7498702,365,365,365,365,3,FALSE,3
683,841,Vietnam (South),S,101,-1,NA,Rice,,Tenth month Rice,166,6/15,288,10/15,227,123,325,11/21,40,2/9,365,81,MWCACP,"10th month says 'main season', and has slightly higher planted area than winter-spring (but the stats show 10th month production actually being slightly less than winter-spring rice)",NA,Rice,-1,138,10.92945454,106.2975582,44962.95973,15.02278417,27.10157889,150.9688679,25.19394435,21.92859006,28.66523995,282.7544643,1,2,4,10,27.5845617,216.7368529,0.4012551442,13.2107271,198.4928124,0.1466861351,45,2.122017915,289,1.529865676,0.8725886607,1.194542269,3676.334912,3124.334912,2986.334912,2572.334912,2296.334912,9893.293971,8433.293971,8068.293971,6973.293971,6243.293971,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,264,365,264,264,365,264,26.64010806,214.9349368,365,365,365,365,3,FALSE,3
684,842,Vietnam (North),S,101,-1,NA,Rice,2,Winter-spring Rice,314,11/10,100,4/10,24.5,152,138,5/18,209,7/28,173.5,72,MWCACP,,NA,Rice.2,-1,149,20.56491694,105.7954128,25048.31455,3.774645824,24.23634367,141.3019077,17.41872954,26.64452931,29.18125287,326.5519327,1,1,7,8,17.73020739,27.18301127,0.3063425864,11.9128404,130.5145178,0.3426364856,45,2.179740424,227,0.3569026204,3.647436335,1.602766442,3560.449915,2964.449915,2815.449915,2368.449915,2070.449915,8856.159646,7396.159646,7031.159646,5936.159646,5206.159646,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,259,365,259,259,365,259,23.89563702,110.7865518,365,365,365,365,3,TRUE,3X
685,843,Vietnam (South),S,101,-1,NA,Rice,2,Winter-spring Rice,330,11/26,71,3/12,18,107,84,3/25,143,5/23,113.5,60,MWCACP,,NA,Rice.2,-1,95.5,10.92945454,106.2975582,44962.95973,15.02278417,27.10157889,150.9688679,25.19394435,21.92859006,28.66523995,282.7544643,1,2,4,10,25.26753166,39.30464499,0.5292966148,12.31662964,191.8290326,0.1466861351,45,2.122017915,289,0.3041396158,0.8725886607,1.194542269,2592.533588,2208.533588,2112.533588,1824.533588,1632.533588,9893.293971,8433.293971,8068.293971,6973.293971,6243.293971,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,264,365,264,264,365,264,27.00555821,45.14604958,365,365,365,365,3,TRUE,3X
686,844,Philippines,N,109,NA,NA,Rice,,"Rice, main crop",91,4/1,169,6/18,130,79,254,9/11,349,12/15,301.5,96,MWCACP,"Planting corresponds to rainfall distribution and availability of irrigation.  West Coast wet season:  May-Sept; East Coast wet season:  Oct-May (with secondary season during summer months)  (WJS: not sure how to use this information to break calendar up sub-nationally. So I'm treating this ""main"" crop as if it applies over the whole country, although that doesn't seem to be entirely the case.)",NA,Rice,109,171.5,12.42931759,122.5742159,40400.75314,14.94218298,26.16841565,202.8381412,24.68756152,78.5621414,27.56610215,322.4279959,1,3,5,8,27.49366677,170.5433653,0.6022147441,13.40243304,246.6269253,0.471571754,75,2.186760422,227,0.9797728426,0.664789415,1.189410367,4580.925906,3892.925906,3720.925906,3204.925906,2860.925906,9552.983537,8092.983537,7727.983537,6632.983537,5902.983537,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,323,365,323,323,365,323,26.63329015,277.0760457,365,365,365,365,3,FALSE,3
687,845,Philippines,N,109,NA,NA,Rice,2.exclude,"Rice, second crop",283,10/10,358,12/24,320.5,76,11,1/11,108,4/18,59.5,98,MWCACP,Planting corresponds to rainfall distribution and availability of irrigation.  West Coast wet season:  May-Sept; East Coast wet season:  Oct-May (with secondary season during summer months)  (WJS: not sure how to use this information to break calendar up sub-nationally. I am excluding this second crop because it is not clear whether the double-cropping happens in time or in space.),NA,Rice.2.exclude,109,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
688,846,Philippines,N,109,NA,NA,Maize,,"Corn, first crop",94,4/4,166,6/15,130,73,187,7/6,263,9/20,225,77,MWCACP,First crop planted with advent of southwest monsoon (about 75% of total production),NA,Maize,109,95,10.04001451,123.6445139,25905.41702,14.7452959,25.69011245,188.2835472,24.56805358,90.62557467,26.8106529,260.1556882,1,3,5,10,26.75263292,175.0385274,0.5818930479,13.28807609,239.114758,0.5623791764,75,1.817781235,289,1.048541805,0.4855534726,1.132236147,2486.295139,2106.295139,2011.295139,1726.295139,1536.295139,9378.036415,7918.036415,7553.036415,6458.036415,5728.036415,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365,26.17152778,235.7155664,365,365,365,365,3,FALSE,3
689,850,Indonesia,N,171,NA,NA,Maize,,"Corn, Dry season",173,6/22,236,8/24,204.5,64,286,10/13,349,12/15,317.5,64,MWCACP,"General, following rice",NA,Maize,171,113,-5.041136202,113.9649637,17480.63592,14.14667053,25.47391139,201.3634813,24.762705,85.53317712,25.96302564,329.1231985,7,8,11,1,24.79878949,99.63201725,0.6762463015,12.60892742,223.6681523,0.5347136601,228,2.216847941,15,0.6718026837,-0.1993656108,0.6924042832,2870.035181,2418.035181,2305.035181,1966.035181,1740.035181,9297.633429,7837.633429,7472.633429,6377.633429,5647.633429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365,25.39854143,131.1594955,365,365,365,365,4,TRUE,4X
690,851,Indonesia (S. Sumatra & E. Java),S,171,-1,NA,Maize,,"Corn, rainy season",307,11/3,362,12/28,334.5,56,60,3/1,123,5/3,91.5,64,MWCACP,,NA,Maize,-1,122,-6.769635189,110.8211819,16887.01271,16.48873639,26.52545109,174.9868104,25.778353,45.39161882,27.20081643,320.2199978,7,8,10,1,26.94920799,239.9819786,0.5722189537,13.23341797,241.4481896,0.2608064009,228,2.027752984,15,1.413541274,-0.2177462544,0.5735341212,3237.7386,2749.7386,2627.7386,2261.7386,2017.7386,9681.648526,8221.648526,7856.648526,6761.648526,6031.648526,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,266,365,266,266,365,266,26.53884098,289.0150862,NA,NA,NA,NA,4,FALSE,4
691,856,Australia,N,202,NA,NA,Sugarcane,,Sugarcane,179,6/28,365,12/31,272,187,179,6/28,365,12/31,272,187,MWCACP,,NA,Sugarcane,202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
692,858,Philippines,N,109,NA,NA,Maize,2.exclude,"Corn, second crop",283,10/10,360,12/26,321.5,78,40,2/9,125,5/5,82.5,86,Avg GM,"MWCACP: Second crop grown during winter rainy season along East Coast (WJS: not sure how to use this information to break calendar up sub-nationally. I am excluding this second crop because it seems that much of this ""double"" cropping actually happens in time, not in space. I could just make this observation apply to the east coast of the Philippines, but it's not clear if it should be the main crop on the east coast or the second crop on the east coast - so it seems safest to exclude the point entirely.)",NA,Maize.2.exclude,109,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
693,859,Brazil (Center-South),S,174,-1,NA,Maize,2,Corn (2),1,1/1,58,2/27,29.5,58,152,6/1,258,9/15,205,107,Avg GMu,MWCACP: Second crop mostly grown in Center-South,NA,Maize.2,-1,175.5,-22.95068262,-51.22377338,89698.16528,-0.3005595646,20.77739479,131.6542501,16.86703367,68.48059724,23.87849356,203.3368834,7,7,2,1,23.84808314,190.3220052,0.4620895498,13.9677783,234.3145138,0.7288981854,227,1.270043278,15,1.202365468,-2.176896267,0.6686778985,3545.393091,2841.393091,2665.393091,2137.393091,1785.393091,7577.785986,6117.785986,5752.785986,4657.785986,3927.785986,NA,NA,NA,NA,NA,0,0,0,0,0,36,0,0,0,0,0,35,365,365,365,365,365,365,20.14427893,115.7703352,NA,NA,NA,NA,2,TRUE,2X
